Forked 30796
Starting to reopen 0 and 1
Calling execv `tournament0/pzakorko.py` (pid 30796)
Strategy 0: first ans is 0
Forked 30797
Starting to reopen 0 and 1
Calling execv `tournament0/the_best_strategy.py` (pid 30797)
Strategy 1: first ans is 0
Forked 30798
Starting to reopen 0 and 1
Calling execv `tournament0/lounres.py` (pid 30798)
Strategy 2: first ans is 1
Forked 30799
Starting to reopen 0 and 1
Calling execv `tournament0/elexunix.py` (pid 30799)
Strategy 3: first ans is 1
Forked 30823
Starting to reopen 0 and 1
Calling execv `tournament0/alex_dany` (pid 30823)
30823: Started!
30823: Number of players: 6, position: 4, number of turns: 1000
30823: Random seed: 2035319739
Strategy 4: first ans is 1
Forked 30824
Starting to reopen 0 and 1
Calling execv `tournament0/fedro.py` (pid 30824)
Strategy 5: first ans is 0
30823: 2.197183e+00 1.690141e+00 1.563380e+00 2.957746e-01 2.112676e-01 4.225352e-02
30823: 2.194444e+00 1.680556e+00 1.583333e+00 2.916667e-01 2.083333e-01 4.166667e-02
30823: 2.178082e+00 1.684932e+00 1.575342e+00 3.150685e-01 2.054795e-01 4.109589e-02
30823: 2.175676e+00 1.675676e+00 1.554054e+00 3.243243e-01 2.297297e-01 4.054054e-02
30823: 2.160000e+00 1.680000e+00 1.573333e+00 3.200000e-01 2.266667e-01 4.000000e-02
30823: 2.171053e+00 1.671053e+00 1.565789e+00 3.289474e-01 2.236842e-01 3.947368e-02
30823: 2.155844e+00 1.688312e+00 1.571429e+00 3.246753e-01 2.207792e-01 3.896104e-02
30823: 2.166667e+00 1.679487e+00 1.564103e+00 3.333333e-01 2.179487e-01 3.846154e-02
30823: 2.151899e+00 1.670886e+00 1.582278e+00 3.291139e-01 2.278481e-01 3.797468e-02
30823: 2.175000e+00 1.662500e+00 1.562500e+00 3.375000e-01 2.250000e-01 3.750000e-02
30823: 2.172840e+00 1.679012e+00 1.555556e+00 3.333333e-01 2.222222e-01 3.703704e-02
30823: 2.182927e+00 1.670732e+00 1.560976e+00 3.292683e-01 2.195122e-01 3.658537e-02
30823: 2.180723e+00 1.674699e+00 1.554217e+00 3.373494e-01 2.168675e-01 3.614458e-02
30823: 2.178571e+00 1.666667e+00 1.559524e+00 3.452381e-01 2.142857e-01 3.571429e-02
30823: 2.164706e+00 1.658824e+00 1.576471e+00 3.411765e-01 2.235294e-01 3.529412e-02
30823: 2.174419e+00 1.639535e+00 1.569767e+00 3.488372e-01 2.325581e-01 3.488372e-02
30823: 2.172414e+00 1.643678e+00 1.574713e+00 3.448276e-01 2.298851e-01 3.448276e-02
30823: 2.170455e+00 1.636364e+00 1.556818e+00 3.750000e-01 2.272727e-01 3.409091e-02
30823: 2.157303e+00 1.662921e+00 1.550562e+00 3.707865e-01 2.247191e-01 3.370787e-02
30823: 2.166667e+00 1.655556e+00 1.544444e+00 3.666667e-01 2.333333e-01 3.333333e-02
30823: 2.153846e+00 1.659341e+00 1.549451e+00 3.736264e-01 2.307692e-01 3.296703e-02
30823: 2.152174e+00 1.652174e+00 1.554348e+00 3.695652e-01 2.391304e-01 3.260870e-02
30823: 2.139785e+00 1.666667e+00 1.559140e+00 3.655914e-01 2.365591e-01 3.225806e-02
30823: 2.148936e+00 1.648936e+00 1.574468e+00 3.617021e-01 2.340426e-01 3.191489e-02
30823: 2.136842e+00 1.652632e+00 1.557895e+00 3.894737e-01 2.315789e-01 3.157895e-02
30823: 2.135417e+00 1.656250e+00 1.552083e+00 3.854167e-01 2.395833e-01 3.125000e-02
30823: 2.134021e+00 1.649485e+00 1.567010e+00 3.814433e-01 2.371134e-01 3.092784e-02
30823: 2.132653e+00 1.642857e+00 1.581633e+00 3.775510e-01 2.346939e-01 3.061224e-02
30823: 2.121212e+00 1.656566e+00 1.575758e+00 3.838384e-01 2.323232e-01 3.030303e-02
30823: 2.120000e+00 1.660000e+00 1.560000e+00 3.900000e-01 2.300000e-01 4.000000e-02
30823: 2.108911e+00 1.653465e+00 1.564356e+00 4.059406e-01 2.277228e-01 3.960396e-02
30823: 2.098039e+00 1.656863e+00 1.578431e+00 4.019608e-01 2.254902e-01 3.921569e-02
30823: 2.106796e+00 1.650485e+00 1.572816e+00 4.077670e-01 2.233010e-01 3.883495e-02
30823: 2.105769e+00 1.653846e+00 1.567308e+00 4.134615e-01 2.211538e-01 3.846154e-02
30823: 2.095238e+00 1.638095e+00 1.590476e+00 4.190476e-01 2.190476e-01 3.809524e-02
30823: 2.094340e+00 1.650943e+00 1.575472e+00 4.245283e-01 2.169811e-01 3.773585e-02
30823: 2.093458e+00 1.644860e+00 1.579439e+00 4.299065e-01 2.149533e-01 3.738318e-02
30823: 2.083333e+00 1.648148e+00 1.583333e+00 4.351852e-01 2.129630e-01 3.703704e-02
30823: 2.082569e+00 1.642202e+00 1.568807e+00 4.495413e-01 2.201835e-01 3.669725e-02
30823: 2.072727e+00 1.645455e+00 1.572727e+00 4.454545e-01 2.272727e-01 3.636364e-02
30823: 2.081081e+00 1.639640e+00 1.567568e+00 4.504505e-01 2.252252e-01 3.603604e-02
30823: 2.080357e+00 1.642857e+00 1.571429e+00 4.464286e-01 2.232143e-01 3.571429e-02
30823: 2.070796e+00 1.646018e+00 1.557522e+00 4.690265e-01 2.212389e-01 3.539823e-02
30823: 2.070175e+00 1.649123e+00 1.552632e+00 4.649123e-01 2.280702e-01 3.508772e-02
30823: 2.069565e+00 1.643478e+00 1.565217e+00 4.608696e-01 2.260870e-01 3.478261e-02
30823: 2.060345e+00 1.646552e+00 1.568966e+00 4.568966e-01 2.327586e-01 3.448276e-02
30823: 2.068376e+00 1.641026e+00 1.564103e+00 4.615385e-01 2.307692e-01 3.418803e-02
30823: 2.059322e+00 1.652542e+00 1.567797e+00 4.576271e-01 2.288136e-01 3.389831e-02
30823: 2.058824e+00 1.663866e+00 1.563025e+00 4.537815e-01 2.268908e-01 3.361345e-02
30823: 2.050000e+00 1.658333e+00 1.583333e+00 4.500000e-01 2.250000e-01 3.333333e-02
30823: 2.049587e+00 1.661157e+00 1.570248e+00 4.628099e-01 2.231405e-01 3.305785e-02
30823: 2.049180e+00 1.655738e+00 1.573770e+00 4.672131e-01 2.213115e-01 3.278689e-02
30823: 2.040650e+00 1.666667e+00 1.569106e+00 4.715447e-01 2.195122e-01 3.252033e-02
30823: 2.040323e+00 1.661290e+00 1.572581e+00 4.758065e-01 2.177419e-01 3.225806e-02
30823: 2.032000e+00 1.680000e+00 1.560000e+00 4.800000e-01 2.160000e-01 3.200000e-02
30823: 2.039683e+00 1.682540e+00 1.555556e+00 4.761905e-01 2.142857e-01 3.174603e-02
30823: 2.031496e+00 1.677165e+00 1.566929e+00 4.803150e-01 2.125984e-01 3.149606e-02
30823: 2.031250e+00 1.671875e+00 1.562500e+00 4.921875e-01 2.109375e-01 3.125000e-02
30823: 2.031008e+00 1.674419e+00 1.565891e+00 4.883721e-01 2.093023e-01 3.100775e-02
30823: 2.023077e+00 1.661538e+00 1.584615e+00 4.923077e-01 2.076923e-01 3.076923e-02
30823: 2.030534e+00 1.648855e+00 1.580153e+00 4.961832e-01 2.137405e-01 3.053435e-02
30823: 2.037879e+00 1.651515e+00 1.568182e+00 5.000000e-01 2.121212e-01 3.030303e-02
30823: 2.030075e+00 1.646617e+00 1.578947e+00 5.037594e-01 2.105263e-01 3.007519e-02
30823: 2.037313e+00 1.641791e+00 1.567164e+00 5.074627e-01 2.164179e-01 2.985075e-02
30823: 2.037037e+00 1.644444e+00 1.570370e+00 5.037037e-01 2.148148e-01 2.962963e-02
30823: 2.029412e+00 1.647059e+00 1.566176e+00 5.147059e-01 2.132353e-01 2.941176e-02
30823: 2.036496e+00 1.649635e+00 1.562044e+00 5.109489e-01 2.116788e-01 2.919708e-02
30823: 2.028986e+00 1.644928e+00 1.565217e+00 5.144928e-01 2.173913e-01 2.898551e-02
30823: 2.028777e+00 1.640288e+00 1.568345e+00 5.107914e-01 2.158273e-01 3.597122e-02
30823: 2.021429e+00 1.650000e+00 1.571429e+00 5.071429e-01 2.142857e-01 3.571429e-02
30823: 2.021277e+00 1.645390e+00 1.574468e+00 5.106383e-01 2.127660e-01 3.546099e-02
30823: 2.014085e+00 1.654930e+00 1.570423e+00 5.140845e-01 2.112676e-01 3.521127e-02
30823: 2.020979e+00 1.650350e+00 1.559441e+00 5.174825e-01 2.167832e-01 3.496503e-02
30823: 2.013889e+00 1.652778e+00 1.562500e+00 5.208333e-01 2.152778e-01 3.472222e-02
30823: 2.020690e+00 1.648276e+00 1.558621e+00 5.241379e-01 2.137931e-01 3.448276e-02
30823: 2.013699e+00 1.657534e+00 1.561644e+00 5.205479e-01 2.123288e-01 3.424658e-02
30823: 2.020408e+00 1.653061e+00 1.557823e+00 5.170068e-01 2.108844e-01 4.081633e-02
30823: 2.013514e+00 1.655405e+00 1.560811e+00 5.202703e-01 2.094595e-01 4.054054e-02
30823: 2.013423e+00 1.644295e+00 1.570470e+00 5.167785e-01 2.147651e-01 4.026846e-02
30823: 2.006667e+00 1.646667e+00 1.566667e+00 5.200000e-01 2.200000e-01 4.000000e-02
30823: 2.006623e+00 1.642384e+00 1.569536e+00 5.165563e-01 2.251656e-01 3.973510e-02
30823: 2.006579e+00 1.644737e+00 1.565789e+00 5.197368e-01 2.236842e-01 3.947368e-02
30823: 2.006536e+00 1.647059e+00 1.568627e+00 5.163399e-01 2.222222e-01 3.921569e-02
30823: 2.012987e+00 1.642857e+00 1.564935e+00 5.194805e-01 2.207792e-01 3.896104e-02
30823: 2.006452e+00 1.645161e+00 1.561290e+00 5.290323e-01 2.193548e-01 3.870968e-02
30823: 2.012821e+00 1.641026e+00 1.564103e+00 5.256410e-01 2.179487e-01 3.846154e-02
30823: 2.019108e+00 1.643312e+00 1.560510e+00 5.222930e-01 2.165605e-01 3.821656e-02
30823: 2.012658e+00 1.639241e+00 1.569620e+00 5.253165e-01 2.151899e-01 3.797468e-02
30823: 2.012579e+00 1.635220e+00 1.572327e+00 5.283019e-01 2.138365e-01 3.773585e-02
30823: 2.006250e+00 1.631250e+00 1.581250e+00 5.312500e-01 2.125000e-01 3.750000e-02
30823: 2.006211e+00 1.639752e+00 1.571429e+00 5.341615e-01 2.111801e-01 3.726708e-02
30823: 2.000000e+00 1.641975e+00 1.574074e+00 5.370370e-01 2.098765e-01 3.703704e-02
30823: 2.012270e+00 1.638037e+00 1.564417e+00 5.398773e-01 2.085890e-01 3.680982e-02
30823: 2.006098e+00 1.652439e+00 1.560976e+00 5.365854e-01 2.073171e-01 3.658537e-02
30823: 2.012121e+00 1.648485e+00 1.557576e+00 5.393939e-01 2.060606e-01 3.636364e-02
30823: 2.006024e+00 1.650602e+00 1.560241e+00 5.361446e-01 2.108434e-01 3.614458e-02
30823: 2.005988e+00 1.646707e+00 1.568862e+00 5.329341e-01 2.095808e-01 3.592814e-02
30823: 2.005952e+00 1.654762e+00 1.565476e+00 5.297619e-01 2.083333e-01 3.571429e-02
30823: 2.005917e+00 1.650888e+00 1.568047e+00 5.266272e-01 2.071006e-01 4.142012e-02
30823: 2.005882e+00 1.658824e+00 1.564706e+00 5.235294e-01 2.058824e-01 4.117647e-02
30823: 2.005848e+00 1.660819e+00 1.567251e+00 5.204678e-01 2.046784e-01 4.093567e-02
30823: 2.000000e+00 1.651163e+00 1.575581e+00 5.290698e-01 2.034884e-01 4.069767e-02
30823: 2.005780e+00 1.653179e+00 1.566474e+00 5.317919e-01 2.023121e-01 4.046243e-02
30823: 2.000000e+00 1.660920e+00 1.568966e+00 5.287356e-01 2.011494e-01 4.022989e-02
30823: 2.000000e+00 1.657143e+00 1.565714e+00 5.314286e-01 2.057143e-01 4.000000e-02
30823: 2.000000e+00 1.653409e+00 1.573864e+00 5.284091e-01 2.045455e-01 3.977273e-02
30823: 1.994350e+00 1.655367e+00 1.570621e+00 5.310734e-01 2.033898e-01 4.519774e-02
30823: 1.994382e+00 1.651685e+00 1.573034e+00 5.337079e-01 2.022472e-01 4.494382e-02
30823: 1.994413e+00 1.659218e+00 1.564246e+00 5.363128e-01 2.011173e-01 4.469274e-02
30823: 1.988889e+00 1.655556e+00 1.577778e+00 5.333333e-01 2.000000e-01 4.444444e-02
30823: 2.000000e+00 1.651934e+00 1.569061e+00 5.359116e-01 1.988950e-01 4.419890e-02
30823: 2.000000e+00 1.659341e+00 1.565934e+00 5.329670e-01 1.978022e-01 4.395604e-02
30823: 2.000000e+00 1.650273e+00 1.573770e+00 5.300546e-01 1.967213e-01 4.918033e-02
30823: 2.000000e+00 1.646739e+00 1.576087e+00 5.326087e-01 1.956522e-01 4.891304e-02
30823: 2.000000e+00 1.654054e+00 1.567568e+00 5.351351e-01 1.945946e-01 4.864865e-02
30823: 1.994624e+00 1.655914e+00 1.575269e+00 5.322581e-01 1.935484e-01 4.838710e-02
30823: 2.000000e+00 1.652406e+00 1.566845e+00 5.401070e-01 1.925134e-01 4.812834e-02
30823: 1.994681e+00 1.659574e+00 1.569149e+00 5.372340e-01 1.914894e-01 4.787234e-02
30823: 2.005291e+00 1.656085e+00 1.566138e+00 5.343915e-01 1.904762e-01 4.761905e-02
30823: 2.000000e+00 1.657895e+00 1.573684e+00 5.315789e-01 1.894737e-01 4.736842e-02
30823: 2.000000e+00 1.659686e+00 1.565445e+00 5.392670e-01 1.884817e-01 4.712042e-02
30823: 2.000000e+00 1.661458e+00 1.567708e+00 5.364583e-01 1.875000e-01 4.687500e-02
30823: 1.994819e+00 1.663212e+00 1.564767e+00 5.388601e-01 1.917098e-01 4.663212e-02
30823: 1.994845e+00 1.670103e+00 1.561856e+00 5.360825e-01 1.907216e-01 4.639175e-02
30823: 1.989744e+00 1.666667e+00 1.574359e+00 5.333333e-01 1.897436e-01 4.615385e-02
30823: 2.000000e+00 1.663265e+00 1.566327e+00 5.357143e-01 1.887755e-01 4.591837e-02
30823: 1.994924e+00 1.670051e+00 1.563452e+00 5.329949e-01 1.928934e-01 4.568528e-02
30823: 1.994949e+00 1.666667e+00 1.565657e+00 5.303030e-01 1.969697e-01 4.545455e-02
30823: 1.989950e+00 1.673367e+00 1.562814e+00 5.326633e-01 1.959799e-01 4.522613e-02
30823: 1.990000e+00 1.670000e+00 1.570000e+00 5.300000e-01 1.950000e-01 4.500000e-02
30823: 1.985075e+00 1.676617e+00 1.567164e+00 5.323383e-01 1.940299e-01 4.477612e-02
30823: 1.990099e+00 1.668317e+00 1.574257e+00 5.297030e-01 1.930693e-01 4.455446e-02
30823: 1.990148e+00 1.669951e+00 1.566502e+00 5.320197e-01 1.921182e-01 4.926108e-02
30823: 1.990196e+00 1.671569e+00 1.568627e+00 5.294118e-01 1.911765e-01 4.901961e-02
30823: 1.985366e+00 1.668293e+00 1.570732e+00 5.317073e-01 1.951220e-01 4.878049e-02
30823: 1.985437e+00 1.665049e+00 1.572816e+00 5.339806e-01 1.941748e-01 4.854369e-02
30823: 1.985507e+00 1.671498e+00 1.565217e+00 5.362319e-01 1.932367e-01 4.830918e-02
30823: 1.985577e+00 1.668269e+00 1.572115e+00 5.336538e-01 1.923077e-01 4.807692e-02
30823: 1.980861e+00 1.674641e+00 1.569378e+00 5.358852e-01 1.913876e-01 4.784689e-02
30823: 1.980952e+00 1.671429e+00 1.571429e+00 5.380952e-01 1.904762e-01 4.761905e-02
30823: 1.976303e+00 1.677725e+00 1.568720e+00 5.402844e-01 1.895735e-01 4.739336e-02
30823: 1.985849e+00 1.674528e+00 1.566038e+00 5.377358e-01 1.886792e-01 4.716981e-02
30823: 1.981221e+00 1.685446e+00 1.563380e+00 5.352113e-01 1.877934e-01 4.694836e-02
30823: 1.981308e+00 1.682243e+00 1.560748e+00 5.373832e-01 1.915888e-01 4.672897e-02
30823: 1.981395e+00 1.683721e+00 1.562791e+00 5.348837e-01 1.906977e-01 4.651163e-02
30823: 1.976852e+00 1.680556e+00 1.569444e+00 5.370370e-01 1.898148e-01 4.629630e-02
30823: 1.981567e+00 1.677419e+00 1.566820e+00 5.391705e-01 1.889401e-01 4.608295e-02
30823: 1.977064e+00 1.688073e+00 1.564220e+00 5.366972e-01 1.880734e-01 4.587156e-02
30823: 1.977169e+00 1.684932e+00 1.566210e+00 5.388128e-01 1.872146e-01 4.566210e-02
30823: 1.972727e+00 1.686364e+00 1.572727e+00 5.363636e-01 1.863636e-01 4.545455e-02
30823: 1.977376e+00 1.683258e+00 1.565611e+00 5.429864e-01 1.855204e-01 4.524887e-02
30823: 1.977477e+00 1.684685e+00 1.563063e+00 5.450450e-01 1.846847e-01 4.504505e-02
30823: 1.977578e+00 1.686099e+00 1.565022e+00 5.426009e-01 1.838565e-01 4.484305e-02
30823: 1.973214e+00 1.687500e+00 1.566964e+00 5.446429e-01 1.830357e-01 4.464286e-02
30823: 1.977778e+00 1.684444e+00 1.564444e+00 5.466667e-01 1.822222e-01 4.444444e-02
30823: 1.977876e+00 1.685841e+00 1.566372e+00 5.442478e-01 1.814159e-01 4.424779e-02
30823: 1.973568e+00 1.687225e+00 1.563877e+00 5.506608e-01 1.806167e-01 4.405286e-02
30823: 1.973684e+00 1.688596e+00 1.565789e+00 5.482456e-01 1.798246e-01 4.385965e-02
30823: 1.973799e+00 1.689956e+00 1.563319e+00 5.502183e-01 1.790393e-01 4.366812e-02
30823: 1.969565e+00 1.682609e+00 1.569565e+00 5.521739e-01 1.826087e-01 4.347826e-02
30823: 1.974026e+00 1.679654e+00 1.571429e+00 5.497835e-01 1.818182e-01 4.329004e-02
30823: 1.969828e+00 1.681034e+00 1.568966e+00 5.560345e-01 1.810345e-01 4.310345e-02
30823: 1.969957e+00 1.682403e+00 1.570815e+00 5.536481e-01 1.802575e-01 4.291845e-02
30823: 1.965812e+00 1.679487e+00 1.564103e+00 5.641026e-01 1.837607e-01 4.273504e-02
30823: 1.965957e+00 1.676596e+00 1.570213e+00 5.617021e-01 1.829787e-01 4.255319e-02
30823: 1.961864e+00 1.677966e+00 1.572034e+00 5.635593e-01 1.822034e-01 4.237288e-02
30823: 1.962025e+00 1.675105e+00 1.565401e+00 5.654008e-01 1.898734e-01 4.219409e-02
30823: 1.957983e+00 1.680672e+00 1.567227e+00 5.630252e-01 1.890756e-01 4.201681e-02
30823: 1.962343e+00 1.677824e+00 1.564854e+00 5.648536e-01 1.882845e-01 4.184100e-02
30823: 1.958333e+00 1.679167e+00 1.562500e+00 5.625000e-01 1.958333e-01 4.166667e-02
30823: 1.962656e+00 1.676349e+00 1.564315e+00 5.601660e-01 1.950207e-01 4.149378e-02
30823: 1.958678e+00 1.677686e+00 1.570248e+00 5.578512e-01 1.942149e-01 4.132231e-02
30823: 1.958848e+00 1.674897e+00 1.563786e+00 5.637860e-01 1.975309e-01 4.115226e-02
30823: 1.959016e+00 1.676230e+00 1.561475e+00 5.614754e-01 2.008197e-01 4.098361e-02
30823: 1.959184e+00 1.677551e+00 1.563265e+00 5.591837e-01 2.000000e-01 4.081633e-02
30823: 1.955285e+00 1.682927e+00 1.560976e+00 5.609756e-01 1.991870e-01 4.065041e-02
30823: 1.955466e+00 1.676113e+00 1.566802e+00 5.587045e-01 2.024291e-01 4.048583e-02
30823: 1.951613e+00 1.673387e+00 1.568548e+00 5.604839e-01 2.056452e-01 4.032258e-02
30823: 1.951807e+00 1.670683e+00 1.570281e+00 5.582329e-01 2.088353e-01 4.016064e-02
30823: 1.952000e+00 1.676000e+00 1.564000e+00 5.600000e-01 2.080000e-01 4.000000e-02
30823: 1.952191e+00 1.677291e+00 1.565737e+00 5.577689e-01 2.071713e-01 3.984064e-02
30823: 1.956349e+00 1.674603e+00 1.563492e+00 5.595238e-01 2.063492e-01 3.968254e-02
30823: 1.960474e+00 1.675889e+00 1.561265e+00 5.573123e-01 2.055336e-01 3.952569e-02
